File: InputData_766468.dat

<-datetime--------> ...... <data> ......
01234567890123456789012345678901234567890123456789
21.10.2019 00:15:00   60.0  466.7   60.0
21.10.2019 00:30:00  60.26  417.5  60.26
21.10.2019 00:45:00  61.02  374.3  61.02
21.10.2019 01:00:00  62.28  339.5  62.28
21.10.2019 01:15:00  64.02  314.9  64.02
21.10.2019 01:30:00   66.2  298.1   66.2
21.10.2019 01:45:00  68.79  287.3  68.79
21.10.2019 02:00:00  71.74  279.5  71.74
21.10.2019 02:15:00   75.0  272.9   75.0
21.10.2019 02:30:00  78.52  266.9  78.52
21.10.2019 02:45:00  82.24  262.7  82.24
21.10.2019 03:00:00  86.08  259.7  86.08
21.10.2019 03:15:00   90.0  257.9   90.0
21.10.2019 03:30:00  93.92  257.9  93.92
21.10.2019 03:45:00  97.76  258.5  97.76
21.10.2019 04:00:00 101.48  259.7 101.48
21.10.2019 04:15:00  105.0  260.3  105.0
21.10.2019 04:30:00 108.26  262.1 108.26
21.10.2019 04:45:00 111.21  265.1 111.21
21.10.2019 05:00:00  113.8  269.3  113.8
21.10.2019 05:15:00 115.98  277.7 115.98
21.10.2019 05:30:00 117.72  293.3 117.72
21.10.2019 05:45:00 118.98  322.1 118.98
21.10.2019 06:00:00 119.74  369.5 119.74
21.10.2019 06:15:00  120.0  437.3  120.0
21.10.2019 06:30:00 119.74  517.7 119.74
21.10.2019 06:45:00 118.98  600.5 118.98
21.10.2019 07:00:00 117.72  674.3 117.72
21.10.2019 07:15:00 115.98  730.7 115.98
21.10.2019 07:30:00  113.8  770.9  113.8
21.10.2019 07:45:00 111.21  797.3 111.21
21.10.2019 08:00:00 108.26  814.1 108.26
21.10.2019 08:15:00  105.0  823.1  105.0
21.10.2019 08:30:00 101.48  826.1 101.48
21.10.2019 08:45:00  97.76  826.1  97.76
21.10.2019 09:00:00  93.92  823.7  93.92
21.10.2019 09:15:00   90.0  821.3   90.0
21.10.2019 09:30:00  86.08  818.3  86.08
21.10.2019 09:45:00  82.24  814.1  82.24
21.10.2019 10:00:00  78.52  808.7  78.52
21.10.2019 10:15:00   75.0  802.1   75.0
21.10.2019 10:30:00  71.74  794.3  71.74
21.10.2019 10:45:00  68.79  788.3  68.79
21.10.2019 11:00:00   66.2  784.1   66.2
21.10.2019 11:15:00  64.02  783.5  64.02
21.10.2019 11:30:00  62.28  788.9  62.28
21.10.2019 11:45:00  61.02  801.5  61.02
21.10.2019 12:00:00  60.26  823.7  60.26
21.10.2019 12:15:00   60.0  855.5   60.0
21.10.2019 12:30:00  60.26  889.1  60.26
21.10.2019 12:45:00  61.02  916.7  61.02
21.10.2019 13:00:00  62.28  928.7  62.28
21.10.2019 13:15:00  64.02  919.1  64.02
21.10.2019 13:30:00   66.2  893.3   66.2
21.10.2019 13:45:00  68.79  859.1  68.79
21.10.2019 14:00:00  71.74  823.7  71.74
21.10.2019 14:15:00   75.0  794.3   75.0
21.10.2019 14:30:00  78.52  770.3  78.52
21.10.2019 14:45:00  82.24  748.7  82.24
21.10.2019 15:00:00  86.08  728.9  86.08
21.10.2019 15:15:00   90.0  708.5   90.0
21.10.2019 15:30:00  93.92  688.7  93.92
21.10.2019 15:45:00  97.76  670.1  97.76
21.10.2019 16:00:00 101.48  653.9 101.48
21.10.2019 16:15:00  105.0  641.3  105.0
21.10.2019 16:30:00 108.26  634.1 108.26
21.10.2019 16:45:00 111.21  632.9 111.21
21.10.2019 17:00:00  113.8  638.9  113.8
21.10.2019 17:15:00 115.98  654.5 115.98
21.10.2019 17:30:00 117.72  678.5 117.72
21.10.2019 17:45:00 118.98  709.7 118.98
21.10.2019 18:00:00 119.74  748.7 119.74
21.10.2019 18:15:00  120.0  794.3  120.0
21.10.2019 18:30:00 119.74  843.5 119.74
21.10.2019 18:45:00 118.98  894.5 118.98
21.10.2019 19:00:00 117.72  943.7 117.72
21.10.2019 19:15:00 115.98  989.3 115.98
21.10.2019 19:30:00  113.8 1026.5  113.8
21.10.2019 19:45:00 111.21 1051.1 111.21
21.10.2019 20:00:00 108.26 1058.9 108.26
21.10.2019 20:15:00  105.0 1046.9  105.0
21.10.2019 20:30:00 101.48 1022.9 101.48
21.10.2019 20:45:00  97.76  994.1  97.76
21.10.2019 21:00:00  93.92  968.9  93.92
21.10.2019 21:15:00   90.0  953.3   90.0
21.10.2019 21:30:00  86.08  943.1  86.08
21.10.2019 21:45:00  82.24  932.3  82.24
21.10.2019 22:00:00  78.52  913.7  78.52
21.10.2019 22:15:00   75.0  883.1   75.0
21.10.2019 22:30:00  71.74  841.7  71.74
21.10.2019 22:45:00  68.79  792.5  68.79
21.10.2019 23:00:00   66.2  739.1   66.2
21.10.2019 23:15:00  64.02  683.9  64.02
21.10.2019 23:30:00  62.28  628.7  62.28
21.10.2019 23:45:00  61.02  573.5  61.02
22.10.2019 00:00:00  60.26  519.5  60.26
22.10.2019 00:15:00   60.0  466.7   60.0
22.10.2019 00:30:00  60.26  417.5  60.26
22.10.2019 00:45:00  61.02  374.3  61.02
22.10.2019 01:00:00  62.28  339.5  62.28
22.10.2019 01:15:00  64.02  314.9  64.02
22.10.2019 01:30:00   66.2  298.1   66.2
22.10.2019 01:45:00  68.79  287.3  68.79
22.10.2019 02:00:00  71.74  279.5  71.74
22.10.2019 02:15:00   75.0  272.9   75.0
22.10.2019 02:30:00  78.52  266.9  78.52
22.10.2019 02:45:00  82.24  262.7  82.24
22.10.2019 03:00:00  86.08  259.7  86.08
22.10.2019 03:15:00   90.0  257.9   90.0
22.10.2019 03:30:00  93.92  257.9  93.92
22.10.2019 03:45:00  97.76  258.5  97.76
22.10.2019 04:00:00 101.48  259.7 101.48
22.10.2019 04:15:00  105.0  260.3  105.0
22.10.2019 04:30:00 108.26  262.1 108.26
22.10.2019 04:45:00 111.21  265.1 111.21
22.10.2019 05:00:00  113.8  269.3  113.8
22.10.2019 05:15:00 115.98  277.7 115.98
22.10.2019 05:30:00 117.72  293.3 117.72
22.10.2019 05:45:00 118.98  322.1 118.98
22.10.2019 06:00:00 119.74  369.5 119.74
22.10.2019 06:15:00  120.0  437.3  120.0
22.10.2019 06:30:00 119.74  517.7 119.74
22.10.2019 06:45:00 118.98  600.5 118.98
22.10.2019 07:00:00 117.72  674.3 117.72
22.10.2019 07:15:00 115.98  730.7 115.98
22.10.2019 07:30:00  113.8  770.9  113.8
